2026-04-05 09:32:10 [INFO] Qwen Unified Trader (live)
2026-04-05 09:32:10 [INFO] Wallet: 0x7dd9f0C23Fb61CA3f36B8414306310F963093c12
2026-04-05 09:32:13 [INFO] State loaded: OCPM=No, MR=No
2026-04-05 09:32:13 [WARNING] REAL MONEY TRADING - Be careful!
2026-04-05 09:32:13 [INFO] Starting Unified Live Loop...
2026-04-05 09:32:13 [INFO] Bar 1 | Price: $67,197.50 | Bal: $211.19 | RSI: 51.5 | Trend: DOWNTREND
2026-04-05 10:27:24 [INFO] Bar 56 | Price: $67,094.50 | Bal: $211.19 | RSI: 51.5 | Trend: DOWNTREND
2026-04-05 10:28:24 [INFO] Bar 57 | Price: $67,106.50 | Bal: $211.19 | RSI: 51.5 | Trend: DOWNTREND
2026-04-05 10:29:24 [INFO] Bar 58 | Price: $67,107.50 | Bal: $211.19 | RSI: 51.5 | Trend: DOWNTREND
2026-04-05 10:30:24 [INFO] Bar 59 | Price: $67,083.50 | Bal: $211.19 | RSI: 51.5 | Trend: DOWNTREND
2026-04-05 10:31:25 [INFO] Bar 60 | Price: $67,078.50 | Bal: $211.19 | RSI: 51.5 | Trend: DOWNTREND
2026-04-05 10:32:25 [INFO] Bar 61 | Price: $67,081.50 | Bal: $211.19 | RSI: 51.5 | Trend: DOWNTREND
2026-04-05 10:33:26 [INFO] Bar 62 | Price: $67,053.50 | Bal: $211.19 | RSI: 51.5 | Trend: DOWNTREND
2026-04-05 10:34:26 [INFO] Bar 63 | Price: $67,084.50 | Bal: $211.19 | RSI: 51.5 | Trend: DOWNTREND
2026-04-05 10:35:26 [INFO] Bar 64 | Price: $67,077.50 | Bal: $211.19 | RSI: 51.5 | Trend: DOWNTREND
2026-04-05 10:36:26 [INFO] Bar 65 | Price: $67,057.50 | Bal: $211.19 | RSI: 51.5 | Trend: DOWNTREND
2026-04-05 10:37:26 [INFO] Bar 66 | Price: $67,066.50 | Bal: $211.19 | RSI: 51.5 | Trend: DOWNTREND
2026-04-05 10:38:27 [INFO] Bar 67 | Price: $67,071.50 | Bal: $211.19 | RSI: 51.5 | Trend: DOWNTREND
2026-04-05 10:39:27 [INFO] Bar 68 | Price: $67,058.50 | Bal: $211.19 | RSI: 51.5 | Trend: DOWNTREND
2026-04-05 10:40:27 [INFO] Bar 69 | Price: $67,048.50 | Bal: $211.19 | RSI: 51.5 | Trend: DOWNTREND
2026-04-05 10:41:27 [INFO] Bar 70 | Price: $67,049.50 | Bal: $211.19 | RSI: 51.5 | Trend: DOWNTREND
2026-04-05 10:42:27 [INFO] Bar 71 | Price: $67,049.50 | Bal: $211.19 | RSI: 51.5 | Trend: DOWNTREND
2026-04-05 10:43:27 [INFO] Bar 72 | Price: $67,065.50 | Bal: $211.19 | RSI: 51.5 | Trend: DOWNTREND
2026-04-05 10:44:27 [INFO] Bar 73 | Price: $67,068.50 | Bal: $211.19 | RSI: 51.5 | Trend: DOWNTREND
2026-04-05 10:45:28 [INFO] Bar 74 | Price: $67,068.50 | Bal: $211.19 | RSI: 51.5 | Trend: DOWNTREND
2026-04-05 10:46:28 [INFO] Bar 75 | Price: $67,061.50 | Bal: $211.19 | RSI: 51.5 | Trend: DOWNTREND
2026-04-05 10:47:28 [INFO] Bar 76 | Price: $67,057.50 | Bal: $211.19 | RSI: 51.5 | Trend: DOWNTREND
2026-04-05 10:48:28 [INFO] Bar 77 | Price: $67,059.50 | Bal: $211.19 | RSI: 51.5 | Trend: DOWNTREND
2026-04-05 10:49:29 [INFO] Bar 78 | Price: $67,057.50 | Bal: $211.19 | RSI: 51.5 | Trend: DOWNTREND
2026-04-05 10:50:29 [INFO] Bar 79 | Price: $67,065.50 | Bal: $211.19 | RSI: 51.5 | Trend: DOWNTREND
2026-04-05 10:51:29 [INFO] Bar 80 | Price: $67,065.50 | Bal: $211.19 | RSI: 51.5 | Trend: DOWNTREND
2026-04-05 10:52:29 [INFO] Bar 81 | Price: $67,065.50 | Bal: $211.19 | RSI: 51.5 | Trend: DOWNTREND
2026-04-05 10:53:30 [INFO] Bar 82 | Price: $67,065.50 | Bal: $211.19 | RSI: 51.5 | Trend: DOWNTREND
2026-04-05 10:54:30 [INFO] Bar 83 | Price: $67,065.50 | Bal: $211.19 | RSI: 51.5 | Trend: DOWNTREND
2026-04-05 10:55:30 [INFO] Bar 84 | Price: $67,065.50 | Bal: $211.19 | RSI: 51.5 | Trend: DOWNTREND
2026-04-05 10:56:30 [INFO] Bar 85 | Price: $67,065.50 | Bal: $211.19 | RSI: 51.5 | Trend: DOWNTREND
2026-04-05 10:57:30 [INFO] Bar 86 | Price: $67,062.50 | Bal: $211.19 | RSI: 51.5 | Trend: DOWNTREND
2026-04-05 10:58:31 [INFO] Bar 87 | Price: $67,062.50 | Bal: $211.19 | RSI: 51.5 | Trend: DOWNTREND
2026-04-05 10:59:31 [INFO] Bar 88 | Price: $67,065.50 | Bal: $211.19 | RSI: 51.5 | Trend: DOWNTREND
2026-04-05 11:00:31 [INFO] Bar 89 | Price: $67,043.50 | Bal: $211.19 | RSI: 51.5 | Trend: DOWNTREND
2026-04-05 11:01:31 [INFO] Bar 90 | Price: $67,034.50 | Bal: $211.19 | RSI: 51.5 | Trend: DOWNTREND
2026-04-05 11:02:31 [INFO] Bar 91 | Price: $66,976.00 | Bal: $211.19 | RSI: 51.5 | Trend: DOWNTREND
2026-04-05 11:03:31 [INFO] Bar 92 | Price: $66,977.50 | Bal: $211.19 | RSI: 51.5 | Trend: DOWNTREND
2026-04-05 11:04:32 [INFO] Bar 93 | Price: $67,000.50 | Bal: $211.19 | RSI: 51.5 | Trend: DOWNTREND
2026-04-05 11:05:32 [INFO] Bar 94 | Price: $67,005.50 | Bal: $211.19 | RSI: 51.5 | Trend: DOWNTREND
2026-04-05 11:06:32 [INFO] Bar 95 | Price: $66,976.50 | Bal: $211.19 | RSI: 51.5 | Trend: DOWNTREND
2026-04-05 11:07:32 [INFO] Bar 96 | Price: $66,974.50 | Bal: $211.19 | RSI: 51.5 | Trend: DOWNTREND
2026-04-05 11:08:32 [INFO] Bar 97 | Price: $66,974.50 | Bal: $211.19 | RSI: 51.5 | Trend: DOWNTREND
2026-04-05 11:09:33 [INFO] Bar 98 | Price: $66,974.50 | Bal: $211.19 | RSI: 51.5 | Trend: DOWNTREND
2026-04-05 11:10:33 [INFO] Bar 99 | Price: $66,959.50 | Bal: $211.19 | RSI: 51.5 | Trend: DOWNTREND
